,,,Value,Symbol
Slovenia,Agricultural water withdrawal as % of total renewable water resources,19,0.0094132413,E
Slovenia,Irrigation water requirement,25,0.0006,I
Solomon Islands,Total agricultural water managed area,3,0.0354,I
Solomon Islands,Area equipped for irrigation: total,7,0.0354,I
Solomon Islands,% of agricultural GVA produced by irrigated agriculture,11,0.0430553732,E
Solomon Islands,Ratio between rainfed and irrigated yields,14,1.778,I
Somalia,Total agricultural water managed area,5,200.0,I
Somalia,Area equipped for irrigation: total,11,200.0,I
Somalia,% of agricultural GVA produced by irrigated agriculture,17,12.973082372,E
Somalia,Ratio between rainfed and irrigated yields,23,3.205,I
Somalia,Agricultural water withdrawal as % of total renewable water resources,29,22.3197278912,I
Somalia,Agricultural water withdrawal,35,3.281,I
Somalia,Irrigation water requirement,39,0.263,I
South Africa,% of agricultural GVA produced by irrigated agriculture,12,18.471690594,E
South Africa,Ratio between rainfed and irrigated yields,18,2.121,I
South Africa,Agricultural water withdrawal as % of total renewable water resources,24,22.3875365141,E
South Africa,Irrigation water requirement,34,2.137,I
South Sudan,Total agricultural water managed area,2,19.0,I
South Sudan,Area equipped for irrigation: total,5,19.0,I
South Sudan,Ratio between rainfed and irrigated yields,7,1.778,I
South Sudan,Agricultural water withdrawal as % of total renewable water resources,10,0.4848484848,E
South Sudan,Agricultural water withdrawal,13,0.24,I
Spain,Ratio between rainfed and irrigated yields,9,1.778,I
Spain,Agricultural water withdrawal as % of total renewable water resources,15,18.264573991,I
Spain,Agricultural water withdrawal,17,20.365,I
Spain,Irrigation water requirement,20,14.06,I
Spain,Irrigation water withdrawal,22,18.645,I
Sri Lanka,Total agricultural water managed area,5,570.0,I
Sri Lanka,Area equipped for irrigation: total,11,570.0,I
Sri Lanka,% of agricultural GVA produced by irrigated agriculture,14,43.0100870325,E
Sri Lanka,Ratio between rainfed and irrigated yields,20,1.651,I
Sri Lanka,Agricultural water withdrawal as % of total renewable water resources,26,21.4204545455,I
Sri Lanka,Agricultural water withdrawal,32,11.31,I
Sri Lanka,Irrigation water requirement,36,3.819,I
Sudan,Total agricultural water managed area,2,1852.0,I
Sudan,Area equipped for irrigation: total,5,1852.0,I
Sudan,% of agricultural GVA produced by irrigated agriculture,8,22.9357655444,E
Sudan,Ratio between rainfed and irrigated yields,11,3.509,I
Sudan,Agricultural water withdrawal as % of total renewable water resources,14,68.544973545,E
Sudan,Agricultural water withdrawal,17,25.91,I
Suriname,Total agricultural water managed area,4,51.42,E
Suriname,Area equipped for irrigation: total,9,51.42,E
Suriname,% of agricultural GVA produced by irrigated agriculture,14,90.2088191836,E
Suriname,Ratio between rainfed and irrigated yields,17,1.778,I
Suriname,Agricultural water withdrawal as % of total renewable water resources,23,0.4354545455,I
Suriname,Agricultural water withdrawal,29,0.4311,I
Suriname,Irrigation water requirement,33,0.167,I
Suriname,Irrigation water withdrawal,37,0.4311,I
Sweden,Ratio between rainfed and irrigated yields,6,1.778,I
Sweden,Agricultural water withdrawal as % of total renewable water resources,12,0.0431034483,I
Sweden,Agricultural water withdrawal,16,0.075,I
Sweden,Irrigation water requirement,19,0.0413,I
Sweden,Irrigation water withdrawal,23,0.048,I
Switzerland,Total agricultural water managed area,3,52.0,I
Switzerland,Area equipped for irrigation: total,7,52.0,I
Switzerland,Ratio between rainfed and irrigated yields,11,1.778,I
Switzerland,Agricultural water withdrawal as % of total renewable water resources,16,0.2992523364,I
Switzerland,Agricultural water withdrawal,20,0.1601,I
Switzerland,Irrigation water requirement,23,0.041,I
Switzerland,Irrigation water withdrawal,25,0.1356,I
Syrian Arab Republic,Total agricultural water managed area,5,1341.0,I
Syrian Arab Republic,Area equipped for irrigation: total,11,1341.0,I
Syrian Arab Republic,% of agricultural GVA produced by irrigated agriculture,17,38.6333098227,E
Syrian Arab Republic,Ratio between rainfed and irrigated yields,23,2.076,I
Syrian Arab Republic,Agricultural water withdrawal as % of total renewable water resources,29,87.3110344007,I
Syrian Arab Republic,Agricultural water withdrawal,35,14.67,I
Syrian Arab Republic,Irrigation water requirement,40,7.123,I
Tajikistan,% of agricultural GVA produced by irrigated agriculture,11,91.3104429463,E
Tajikistan,Ratio between rainfed and irrigated yields,14,1.778,I
Tajikistan,Agricultural water withdrawal as % of total renewable water resources,15,33.6741214058,E
Tajikistan,Irrigation water requirement,18,4.281,I
Thailand,Total agricultural water managed area,5,6415.0,I
Thailand,Area equipped for irrigation: total,11,6415.0,I
Thailand,% of agricultural GVA produced by irrigated agriculture,17,52.9834679297,E
Thailand,Ratio between rainfed and irrigated yields,23,2.124,I
Thailand,Agricultural water withdrawal as % of total renewable water resources,27,11.8077563211,I
Thailand,Agricultural water withdrawal,31,51.79,I
Thailand,Irrigation water requirement,35,34.19,I
The Bahamas,Total agricultural water managed area,5,1.0,I
The Bahamas,Area equipped for irrigation: total,11,1.0,I
The Bahamas,% of agricultural GVA produced by irrigated agriculture,14,0.0222228388,I
The Bahamas,Ratio between rainfed and irrigated yields,17,1.778,I
Timor-Leste,Total agricultural water managed area,5,34.65,I
Timor-Leste,Area equipped for irrigation: total,11,34.65,I
Timor-Leste,% of agricultural GVA produced by irrigated agriculture,16,23.5724424064,E
Timor-Leste,Ratio between rainfed and irrigated yields,19,1.778,I
Timor-Leste,Agricultural water withdrawal as % of total renewable water resources,23,13.0371272063,I
Timor-Leste,Agricultural water withdrawal,27,1.071,I
Timor-Leste,Irrigation water requirement,32,0.192,I
Togo,Total agricultural water managed area,5,7.86,E
Togo,Area equipped for irrigation: total,11,7.86,E
Togo,% of agricultural GVA produced by irrigated agriculture,17,0.069142614,E
Togo,Ratio between rainfed and irrigated yields,23,1.564,I
Togo,Agricultural water withdrawal as % of total renewable water resources,29,0.5170068027,I
Togo,Agricultural water withdrawal,35,0.076,I
Togo,Irrigation water requirement,41,0.0066,I
Togo,Irrigation water withdrawal,45,0.046,I
Trinidad and Tobago,Total agricultural water managed area,5,7.0,I
Trinidad and Tobago,Area equipped for irrigation: total,11,7.0,I
Trinidad and Tobago,% of agricultural GVA produced by irrigated agriculture,17,17.4690508941,I
Trinidad and Tobago,Ratio between rainfed and irrigated yields,20,1.778,I
Trinidad and Tobago,Agricultural water withdrawal as % of total renewable water resources,26,0.4348958333,I
Trinidad and Tobago,Agricultural water withdrawal,31,0.0167,I
Trinidad and Tobago,Irrigation water requirement,36,0.0091,I
Tunisia,% of agricultural GVA produced by irrigated agriculture,10,17.7740910671,E
Tunisia,Ratio between rainfed and irrigated yields,16,2.146,I
Tunisia,Agricultural water withdrawal as % of total renewable water resources,20,63.5449620802,E
Tunisia,Irrigation water requirement,28,1.552,I
Turkey,Total agricultural water managed area,5,5353.0,E
Turkey,Area equipped for irrigation: total,11,5353.0,E
Turkey,Ratio between rainfed and irrigated yields,19,1.607,I
Turkey,Agricultural water withdrawal as % of total renewable water resources,25,24.4494328922,E
Turkey,Irrigation water requirement,34,25.14,I
Turkmenistan,Total agricultural water managed area,5,1991.0,I
Turkmenistan,Area equipped for irrigation: total,11,1991.0,I
Turkmenistan,% of agricultural GVA produced by irrigated agriculture,17,100.0,I
Turkmenistan,Agricultural water withdrawal as % of total renewable water resources,23,106.4405410862,I
Turkmenistan,Agricultural water withdrawal,29,26.36,I
Turkmenistan,Irrigation water requirement,33,13.56,I
Turkmenistan,Irrigation water withdrawal,37,26.25,I
Uganda,Total agricultural water managed area,5,64.487,E
Uganda,Area equipped for irrigation: total,11,11.137,E
Uganda,% of agricultural GVA produced by irrigated agriculture,14,0.18708885,I
Uganda,Ratio between rainfed and irrigated yields,20,1.124,I
Uganda,Agricultural water withdrawal as % of total renewable water resources,26,0.4309484193,I
Uganda,Agricultural water withdrawal,32,0.259,I
Uganda,Irrigation water requirement,35,0.0626,I
Ukraine,Ratio between rainfed and irrigated yields,14,1.778,I
Ukraine,Irrigation water requirement,27,0.8258,I
United Arab Emirates,% of agricultural GVA produced by irrigated agriculture,15,100.0,I
United Arab Emirates,Agricultural water withdrawal as % of total renewable water resources,21,2000.0,E
United Arab Emirates,Irrigation water requirement,30,1.815,I
United Kingdom,Total agricultural water managed area,3,207.6,I
United Kingdom,Area equipped for irrigation: total,7,207.6,I
United Kingdom,% of agricultural GVA produced by irrigated agriculture,11,3.9686778231,E
United Kingdom,Ratio between rainfed and irrigated yields,14,1.778,I
United Kingdom,Agricultural water withdrawal as % of total renewable water resources,20,0.8047619048,I
United Kingdom,Agricultural water withdrawal,23,1.183,I
United Kingdom,Irrigation water requirement,26,0.0354,I
United Kingdom,Irrigation water withdrawal,28,0.084,I
United Republic of Tanzania,Total agricultural water managed area,5,363.5,I
United Republic of Tanzania,Area equipped for irrigation: total,11,363.5,I
United Republic of Tanzania,% of agricultural GVA produced by irrigated agriculture,16,5.364129392,E
United Republic of Tanzania,Ratio between rainfed and irrigated yields,22,2.612,I
United Republic of Tanzania,Agricultural water withdrawal as % of total renewable water resources,28,4.811467747,I
United Republic of Tanzania,Agricultural water withdrawal,33,4.632,I
United Republic of Tanzania,Irrigation water requirement,38,0.973,I
United Republic of Tanzania,Irrigation water withdrawal,42,4.425,I
United States of America,Total agricultural water managed area,5,26708.0,I
United States of America,Area equipped for irrigation: total,11,26708.0,I
United States of America,% of agricultural GVA produced by irrigated agriculture,17,20.7024718114,E
United States of America,Ratio between rainfed and irrigated yields,23,1.579,I
United States of America,Agricultural water withdrawal as % of total renewable water resources,29,5.7412838058,I
United States of America,Agricultural water withdrawal,35,176.2,I
United States of America,Irrigation water requirement,38,108.5,I
United States of America,Irrigation water withdrawal,44,163.0,I
Uruguay,Total agricultural water managed area,4,238.0,I
Uruguay,Area equipped for irrigation: total,9,238.0,I
Uruguay,% of agricultural GVA produced by irrigated agriculture,14,19.5881017361,E
Uruguay,Ratio between rainfed and irrigated yields,20,1.625,I
Uruguay,Agricultural water withdrawal as % of total renewable water resources,26,1.8408826945,I
Uruguay,Agricultural water withdrawal,32,3.17,I
Uruguay,Irrigation water requirement,35,1.077,I
Uzbekistan,Total agricultural water managed area,5,4280.51,E
Uzbekistan,Area equipped for irrigation: total,11,4280.51,E
Uzbekistan,Ratio between rainfed and irrigated yields,18,1.778,I
Uzbekistan,Agricultural water withdrawal as % of total renewable water resources,24,111.2338858195,I
Uzbekistan,Agricultural water withdrawal,30,54.36,I
Uzbekistan,Irrigation water requirement,34,22.52,I
Uzbekistan,Irrigation water withdrawal,36,53.7,I
Venezuela,Total agricultural water managed area,5,1055.3,E
Venezuela,Area equipped for irrigation: total,11,1055.3,E
Venezuela,% of agricultural GVA produced by irrigated agriculture,16,39.3713341232,E
Venezuela,Ratio between rainfed and irrigated yields,22,1.54,I
Venezuela,Agricultural water withdrawal as % of total renewable water resources,28,1.2611320755,I
Venezuela,Agricultural water withdrawal,34,16.71,I
Venezuela,Irrigation water requirement,37,6.472,I
Venezuela,Irrigation water withdrawal,40,16.71,I
Viet Nam,Total agricultural water managed area,5,4585.1,I
Viet Nam,Area equipped for irrigation: total,11,4585.1,I
Viet Nam,Ratio between rainfed and irrigated yields,22,2.031,I
Viet Nam,Agricultural water withdrawal as % of total renewable water resources,28,8.7940551056,I
Viet Nam,Agricultural water withdrawal,34,77.75,I
Viet Nam,Irrigation water requirement,38,29.24,I
Yemen,Total agricultural water managed area,5,680.4384303797,E
Yemen,Area equipped for irrigation: total,11,680.4384303797,E
Yemen,Ratio between rainfed and irrigated yields,19,2.342,I
Yemen,Agricultural water withdrawal as % of total renewable water resources,25,154.0476190476,I
Yemen,Agricultural water withdrawal,31,3.235,I
Yemen,Irrigation water requirement,35,1.773,I
Zambia,Total agricultural water managed area,5,255.898,I
Zambia,Area equipped for irrigation: total,11,155.888,I
Zambia,% of agricultural GVA produced by irrigated agriculture,17,4.0554192055,E
Zambia,Ratio between rainfed and irrigated yields,23,2.885,I
Zambia,Agricultural water withdrawal as % of total renewable water resources,29,1.0992366412,I
Zambia,Agricultural water withdrawal,34,1.152,I
Zambia,Irrigation water requirement,39,0.306,I
Zambia,Irrigation water withdrawal,44,1.152,I
Zimbabwe,% of agricultural GVA produced by irrigated agriculture,15,7.0998923866,E
Zimbabwe,Ratio between rainfed and irrigated yields,21,1.657,I
Zimbabwe,Agricultural water withdrawal as % of total renewable water resources,27,15.20535,E
Zimbabwe,Irrigation water requirement,36,0.836,I
