,,Year,Value,Symbol
Water resources: total external renewable,North Macedonia,2007,1.0,E
Water resources: total external renewable,North Macedonia,2012,1.0,E
Water resources: total external renewable,North Macedonia,2017,1.0,E
Water resources: total external renewable,North Macedonia,2018,1.0,E
Total renewable water resources,North Macedonia,1997,6.4,OF
Total renewable water resources,North Macedonia,2002,6.4,OF
Total renewable water resources,North Macedonia,2007,6.4,OF
Total renewable water resources,North Macedonia,2012,6.4,OF
Total renewable water resources,North Macedonia,2017,6.4,OF
Total renewable water resources per capita,North Macedonia,1997,3200.6433293092,E
Total renewable water resources per capita,North Macedonia,2002,3123.5846257165,E
Total renewable water resources per capita,North Macedonia,2007,3098.6343737321,E
Total renewable water resources per capita,North Macedonia,2012,3085.4109237045,E
Total renewable water resources per capita,North Macedonia,2017,3073.9732449054,E
Total renewable water resources per capita,North Macedonia,2018,3072.55502634,E
Total internal renewable water resources (IRWR),Norway,1997,382.0,E
Total internal renewable water resources (IRWR),Norway,2002,382.0,E
Total internal renewable water resources (IRWR),Norway,2007,382.0,E
Total internal renewable water resources (IRWR),Norway,2012,382.0,E
Total internal renewable water resources (IRWR),Norway,2017,382.0,E
Total internal renewable water resources (IRWR),Norway,2018,382.0,E
Total internal renewable water resources per capita,Norway,1997,86420.2167201854,E
Total internal renewable water resources per capita,Norway,2002,84029.5652085924,E
Total internal renewable water resources per capita,Norway,2007,80942.4583877364,E
Total internal renewable water resources per capita,Norway,2012,76191.0992440925,E
Total internal renewable water resources per capita,Norway,2017,72125.4696179956,E
Total internal renewable water resources per capita,Norway,2018,71562.8923547976,E
Total renewable surface water,Norway,1997,387.0,E
Total renewable surface water,Norway,2002,387.0,E
Total renewable surface water,Norway,2007,387.0,E
Total renewable surface water,Norway,2012,387.0,E
Total renewable surface water,Norway,2017,387.0,E
Total renewable surface water,Norway,2018,387.0,E
Total renewable groundwater,Norway,1997,96.0,E
Total renewable groundwater,Norway,2002,96.0,E
Total renewable groundwater,Norway,2007,96.0,E
Total renewable groundwater,Norway,2012,96.0,E
Total renewable groundwater,Norway,2017,96.0,E
Total renewable groundwater,Norway,2018,96.0,E
Total exploitable water resources,Norway,1997,275.0,E
Total exploitable water resources,Norway,2002,275.0,E
Total exploitable water resources,Norway,2007,275.0,E
Total exploitable water resources,Norway,2012,275.0,E
Total exploitable water resources,Norway,2017,275.0,E
Total exploitable water resources,Norway,2018,275.0,E
Water resources: total external renewable,Norway,1997,11.0,E
Water resources: total external renewable,Norway,2002,11.0,E
Water resources: total external renewable,Norway,2007,11.0,E
Water resources: total external renewable,Norway,2012,11.0,E
Water resources: total external renewable,Norway,2017,11.0,E
Water resources: total external renewable,Norway,2018,11.0,E
Total renewable water resources,Norway,1997,393.0,E
Total renewable water resources,Norway,2002,393.0,E
Total renewable water resources,Norway,2007,393.0,E
Total renewable water resources,Norway,2012,393.0,E
Total renewable water resources,Norway,2017,393.0,E
Total renewable water resources,Norway,2018,393.0,E
Total renewable water resources per capita,Norway,1997,88908.7569922326,E
Total renewable water resources per capita,Norway,2002,86449.2647303058,E
Total renewable water resources per capita,Norway,2007,83273.2621632995,E
Total renewable water resources per capita,Norway,2012,78385.0837772994,E
Total renewable water resources per capita,Norway,2017,74202.381046786,E
Total renewable water resources per capita,Norway,2018,73623.6039147525,E
Total internal renewable water resources (IRWR),Oman,1997,1.4,E
Total internal renewable water resources (IRWR),Oman,2002,1.4,E
Total internal renewable water resources (IRWR),Oman,2007,1.4,E
Total internal renewable water resources (IRWR),Oman,2012,1.4,E
Total internal renewable water resources (IRWR),Oman,2017,1.4,E
Total internal renewable water resources (IRWR),Oman,2018,1.4,E
Total internal renewable water resources per capita,Oman,1997,622.2880464689,E
Total internal renewable water resources per capita,Oman,2002,599.6081988712,E
Total internal renewable water resources per capita,Oman,2007,526.878717788,E
Total internal renewable water resources per capita,Oman,2012,400.2253840663,E
Total internal renewable water resources per capita,Oman,2017,300.0474932318,E
Total internal renewable water resources per capita,Oman,2018,289.8867019238,E
Total renewable surface water,Oman,1997,1.05,E
Total renewable surface water,Oman,2002,1.05,E
Total renewable surface water,Oman,2007,1.05,E
Total renewable surface water,Oman,2012,1.05,E
Total renewable surface water,Oman,2017,1.05,E
Total renewable surface water,Oman,2018,1.05,E
Total renewable groundwater,Oman,1997,1.3,E
Total renewable groundwater,Oman,2002,1.3,E
Total renewable groundwater,Oman,2007,1.3,E
Total renewable groundwater,Oman,2012,1.3,E
Total renewable groundwater,Oman,2017,1.3,E
Total renewable groundwater,Oman,2018,1.3,E
Total exploitable water resources,Oman,1997,0.0,E
Total exploitable water resources,Oman,2002,0.0,E
Total exploitable water resources,Oman,2007,0.0,E
Total exploitable water resources,Oman,2012,0.0,E
Total exploitable water resources,Oman,2017,0.0,E
Total exploitable water resources,Oman,2018,0.0,E
Water resources: total external renewable,Oman,1997,0.0,E
Water resources: total external renewable,Oman,2002,0.0,E
Water resources: total external renewable,Oman,2007,0.0,E
Water resources: total external renewable,Oman,2012,0.0,E
Water resources: total external renewable,Oman,2017,0.0,E
Water resources: total external renewable,Oman,2018,0.0,E
Total renewable water resources,Oman,1997,1.4,E
Total renewable water resources,Oman,2002,1.4,E
Total renewable water resources,Oman,2007,1.4,E
Total renewable water resources,Oman,2012,1.4,E
Total renewable water resources,Oman,2017,1.4,E
Total renewable water resources,Oman,2018,1.4,E
Total renewable water resources per capita,Oman,1997,622.2880464689,E
Total renewable water resources per capita,Oman,2002,599.6081988712,E
Total renewable water resources per capita,Oman,2007,526.878717788,E
Total renewable water resources per capita,Oman,2012,400.2253840663,E
Total renewable water resources per capita,Oman,2017,300.0474932318,E
Total renewable water resources per capita,Oman,2018,289.8867019238,E
Total internal renewable water resources (IRWR),Pakistan,1997,55.0,E
Total internal renewable water resources (IRWR),Pakistan,2002,55.0,E
Total internal renewable water resources (IRWR),Pakistan,2007,55.0,E
Total internal renewable water resources (IRWR),Pakistan,2012,55.0,E
Total internal renewable water resources (IRWR),Pakistan,2017,55.0,E
Total internal renewable water resources (IRWR),Pakistan,2018,55.0,E
Total internal renewable water resources per capita,Pakistan,1997,419.6633459113,E
Total internal renewable water resources per capita,Pakistan,2002,367.7707143511,E
Total internal renewable water resources per capita,Pakistan,2007,327.7553250482,E
Total internal renewable water resources per capita,Pakistan,2012,293.6777131331,E
Total internal renewable water resources per capita,Pakistan,2017,264.5423639079,E
Total internal renewable water resources per capita,Pakistan,2018,259.1548988903,E
Total renewable surface water,Pakistan,1997,239.2,E
Total renewable surface water,Pakistan,2002,239.2,E
Total renewable surface water,Pakistan,2007,239.2,E
Total renewable surface water,Pakistan,2012,239.2,E
Total renewable surface water,Pakistan,2017,239.2,E
Total renewable surface water,Pakistan,2018,239.2,E
Total renewable groundwater,Pakistan,1997,55.0,E
Total renewable groundwater,Pakistan,2002,55.0,E
Total renewable groundwater,Pakistan,2007,55.0,E
Total renewable groundwater,Pakistan,2012,55.0,E
Total renewable groundwater,Pakistan,2017,55.0,E
Total renewable groundwater,Pakistan,2018,55.0,E
Water resources: total external renewable,Pakistan,1997,191.8,E
Water resources: total external renewable,Pakistan,2002,191.8,E
Water resources: total external renewable,Pakistan,2007,191.8,E
Water resources: total external renewable,Pakistan,2012,191.8,E
Water resources: total external renewable,Pakistan,2017,191.8,E
Water resources: total external renewable,Pakistan,2018,191.8,E
Total renewable water resources,Pakistan,1997,246.8,E
Total renewable water resources,Pakistan,2002,246.8,E
Total renewable water resources,Pakistan,2007,246.8,E
Total renewable water resources,Pakistan,2012,246.8,E
Total renewable water resources,Pakistan,2017,246.8,E
Total renewable water resources,Pakistan,2018,246.8,E
Total renewable water resources per capita,Pakistan,1997,1883.1438867438,E
Total renewable water resources per capita,Pakistan,2002,1650.2874963975,E
Total renewable water resources per capita,Pakistan,2007,1470.7275313073,E
Total renewable water resources per capita,Pakistan,2012,1317.8119927502,E
Total renewable water resources per capita,Pakistan,2017,1187.0737347724,E
Total renewable water resources per capita,Pakistan,2018,1162.8987099297,E
Total renewable surface water,Palau,1997,0.0,E
Total renewable surface water,Palau,2002,0.0,E
Total renewable surface water,Palau,2007,0.0,E
Total renewable surface water,Palau,2012,0.0,E
Total renewable surface water,Palau,2017,0.0,E
Total renewable surface water,Palau,2018,0.0,E
Total renewable groundwater,Palau,1997,0.0,E
Total renewable groundwater,Palau,2002,0.0,E
Total renewable groundwater,Palau,2007,0.0,E
Total renewable groundwater,Palau,2012,0.0,E
Total renewable groundwater,Palau,2017,0.0,E
Total renewable groundwater,Palau,2018,0.0,E
Water resources: total external renewable,Palau,1997,0.0,E
Water resources: total external renewable,Palau,2002,0.0,E
Water resources: total external renewable,Palau,2007,0.0,E
Water resources: total external renewable,Palau,2012,0.0,E
Water resources: total external renewable,Palau,2017,0.0,E
Water resources: total external renewable,Palau,2018,0.0,E
Total renewable water resources,Palau,1997,0.0,E
Total renewable water resources,Palau,2002,0.0,E
Total renewable water resources,Palau,2007,0.0,E
Total renewable water resources,Palau,2012,0.0,E
Total renewable water resources,Palau,2017,0.0,E
Total renewable water resources,Palau,2018,0.0,E
Total renewable water resources per capita,Palau,1997,0.0,E
Total renewable water resources per capita,Palau,2002,0.0,E
Total renewable water resources per capita,Palau,2007,0.0,E
Total renewable water resources per capita,Palau,2012,0.0,E
Total renewable water resources per capita,Palau,2017,0.0,E
Total renewable water resources per capita,Palau,2018,0.0,E
Total internal renewable water resources (IRWR),Panama,1997,136.6,E
Total internal renewable water resources (IRWR),Panama,2002,136.6,E
Total internal renewable water resources (IRWR),Panama,2007,136.6,E
Total internal renewable water resources (IRWR),Panama,2012,136.6,E
Total internal renewable water resources (IRWR),Panama,2017,136.6,E
Total internal renewable water resources (IRWR),Panama,2018,136.6,E
Total internal renewable water resources per capita,Panama,1997,47864.107980867,E
Total internal renewable water resources per capita,Panama,2002,43376.260801197,E
Total internal renewable water resources per capita,Panama,2007,39552.0713442927,E
Total internal renewable water resources per capita,Panama,2012,36227.4062715316,E
Total internal renewable water resources per capita,Panama,2017,33262.1581588835,E
Total internal renewable water resources per capita,Panama,2018,32703.9224835636,E
Total renewable surface water,Panama,1997,135.904,E
Total renewable surface water,Panama,2002,135.904,E
Total renewable surface water,Panama,2007,135.904,E
Total renewable surface water,Panama,2012,135.904,E
Total renewable surface water,Panama,2017,135.904,E
Total renewable surface water,Panama,2018,135.904,E
Total renewable groundwater,Panama,1997,21.0,E
Total renewable groundwater,Panama,2002,21.0,E
Total renewable groundwater,Panama,2007,21.0,E
Total renewable groundwater,Panama,2012,21.0,E
Total renewable groundwater,Panama,2017,21.0,E
Total renewable groundwater,Panama,2018,21.0,E
Water resources: total external renewable,Panama,1997,2.704,E
